left_hand,mark_left,mark_right,right_hand
369.36630249,240.0,420.0,500.0
367.508789062,238.199704003,419.751642667,500.0
365.949707031,236.398611241,419.491384009,500.0
364.508743286,234.597512784,419.219078597,364.230194092
362.600631714,232.797226557,418.93457879,362.528793335
361.095504761,230.998597687,418.637734876,361.20300293
360.57925415,229.202498817,418.328395228,360.497055054
358.082229614,227.409830388,418.006406479,358.712463379
355.779418945,225.621520888,417.671613707,357.082824707
353.309783936,223.838527055,417.323860645,356.427520752
350.557952881,222.061834042,416.962989905,355.686523438
346.899993896,220.292455539,416.588843219,353.815032959
343.672195435,218.531433834,416.201261709,351.990234375
338.878082275,216.779839829,415.800086168,349.123275757
337.469085693,215.038772996,415.38515737,347.881118774
334.340744019,213.30936127,414.956316401,345.993362427
331.714202881,211.59276087,414.513405013,344.132461548
327.679550171,209.890156058,414.056266008,340.790557861
326.486190796,208.202758819,413.584743641,339.723114014
323.465515137,206.531808455,413.098684052,337.042526245
321.644195557,204.878571102,412.597935735,335.44078064
320.130462646,203.244339156,412.08235002,334.017791748
319.043807983,201.630430597,411.551781597,332.627822876
318.040435791,200.038188223,411.006089065,331.711532593
317.280822754,198.468978778,410.445135513,330.909561157
316.526107788,196.924191967,409.868789135,330.210876465
315.92741394,195.405239361,409.276923869,329.283432007
315.580535889,193.913553186,408.669420079,328.28894043
316.015319824,192.450584983,408.046165263,326.17098999
317.376281738,191.017804154,407.407054794,323.939086914
319.882034302,189.616696364,406.751992697,321.03565979
324.27885437,188.24876182,406.080892454,317.68421936
329.561889648,186.915513406,405.393677843,314.003051758
338.20866394,185.618474683,404.690283812,309.221298218
343.930099487,184.359177745,403.970657376,306.144546509
343.930099487,183.139160932,403.234758545,306.144546509
354.000640869,181.959966396,402.482561289,300.052322388
356.832992554,180.823137519,401.714054513,298.179412842
359.220535278,179.730216195,400.92924307,296.386611938
360.902099609,178.682739954,400.128148791,294.808242798
362.353652954,177.682238953,399.310811526,293.214187622
363.661422729,176.730232818,398.477290217,291.698440552
364.05291748,175.828227357,397.627663968,290.905792236
364.334793091,174.977711133,396.762033132,290.377487183
364.560073853,174.180151916,395.880520403,289.982711792
364.600814819,173.43699301,394.983271901,289.898712158
364.726730347,172.749649469,394.070458257,289.844512939
365.059295654,172.119504214,393.14227569,289.935943604
365.614868164,171.547904051,392.198947057,289.8931427
366.979553223,171.036155614,391.240722894,289.71522522
368.843521118,170.585521235,390.267882418,288.897338867
370.80128479,170.197214765,389.280734493,286.765808105
373.31918335,169.872397356,388.279618562,281.684768677
375.417076111,169.612173219,387.264905513,276.429153442
376.455963135,169.417585386,386.236998503,272.310623169
379.005271912,169.289611483,385.196333699,268.580337524
379.352714539,169.229159541,384.143380958,265.195709229
379.611846924,169.237063868,383.078644413,262.419433594
380.269920349,169.314081005,382.002662972,258.620162964
380.54208374,169.460885773,380.916010719,256.630371094
380.790435791,169.67806747,379.819297203,255.2684021
381.056274414,169.966126199,378.71316761,254.137924194
381.17565155,170.325469387,377.598302815,252.982147217
381.371917725,170.756408505,376.4754193,251.0340271
381.509605408,171.259156008,375.345268932,249.657958984
381.567741394,171.833822533,374.208638598,248.391494751
381.69342804,172.480414373,373.06634969,246.566864014
381.767875671,173.198831247,371.91925743,245.359771729
381.861915588,173.988864391,370.76825004,243.942565918
382.076286316,174.850194992,369.614247742,241.042572021
382.32144165,175.782392985,368.4582016,238.46762085
382.496696472,176.784916227,367.301092184,236.394897461
382.719322205,177.857110068,366.143928081,234.625427246
382.974769592,178.998207327,364.987744222,233.402557373
383.179138184,180.207328691,363.833600062,230.635375977
383.321220398,181.483483542,362.682577588,229.509429932
383.494804382,182.82557121,361.535779174,228.717987061
383.695388794,184.232382675,360.394325292,227.782806396
384.081939697,185.702602695,359.259352076,225.664794922
384.259536743,187.234812364,358.132008756,224.191741943
384.293914795,188.827492107,357.013454969,222.90524292
384.132408142,190.479025078,355.90485796,221.986755371
383.516555786,192.187700963,354.807389683,220.540679932
380.503662109,193.951720177,353.722223826,217.491516113
377.658256531,195.769198412,352.650532753,216.526306152
372.807426453,197.638171541,351.593484403,215.017730713
369.060394287,199.556600835,350.55223915,214.380279541
364.794326782,201.522378471,349.52794664,214.144470215
360.780502319,203.533333302,348.521742623,213.774261475
355.640441895,205.587236856,347.534745807,212.958709717
354.093399048,207.681809528,346.568054734,212.746276855
352.602706909,209.814726935,345.62274472,212.482147217
347.748779297,211.983626395,344.699864844,211.823486328
345.373840332,214.186113489,343.800435041,211.431427002
343.461105347,216.419768678,342.925443281,211.080047607
341.469436646,218.682153933,342.075842871,210.770965576
340.127304077,220.970819335,341.252549892,210.580566406
338.524307251,223.283309623,340.456440773,210.579620361
337.718322754,225.617170638,339.68835003,210.698883057
336.960372925,227.969955652,338.949068175,210.842895508
336.374237061,230.339231518,338.239339798,211.091217041
335.815734863,232.722584644,337.559861848,211.572418213
335.349578857,235.117626744,336.9112821,212.420959473
335.194641113,237.522000336,336.294197831,213.054351807
335.117050171,239.933383988,335.709154696,213.728393555
335.100540161,242.349497261,335.156645818,214.453643799
335.113082886,244.768105356,334.637111085,215.505767822
335.200332642,247.187023431,334.150936652,216.285797119
335.54069519,249.604120599,333.698454661,216.809783936
336.612991333,252.017323567,333.279943149,218.743682861
337.582244873,254.424619941,332.895626175,220.571807861
338.435195923,256.824061167,332.54567412,221.718475342
338.927581787,259.213765131,332.230204191,222.376708984
340.225479126,261.591918395,331.949281091,224.855407715
340.767456055,263.956778095,331.702917868,226.792602539
341.29548645,266.306673491,331.491076917,230.44317627
341.668716431,268.640007182,331.313671134,233.080535889
341.883758545,270.955256009,331.170565208,235.777099609
341.995956421,273.250971627,331.061577047,238.071166992
342.047805786,275.525780794,330.986479303,241.743225098
342.042358398,277.77838537,330.945001022,244.254562378
342.024047852,280.007562042,330.936829366,247.6512146
342.00642395,282.2121618,330.961611429,248.82572937
341.923828125,284.391109178,331.01895611,252.9715271
341.88067627,286.543401275,331.10843605,255.542556763
341.806655884,288.668106568,331.22958961,258.217971802
341.755172729,290.764363553,331.381922882,260.799545288
341.682815552,292.831379211,331.564911721,264.276229858
341.653152466,294.868427328,331.7780038,266.196548462
341.633743286,296.874846686,332.020620651,268.144714355
341.58946228,298.850039136,332.292159714,270.5131073
341.572341919,300.793467577,332.591996366,271.119338989
341.564407349,302.70465385,332.91948593,273.041183472
341.570831299,304.583176564,333.273965645,274.378601074
341.570236206,306.428668872,333.654756616,276.758087158
341.570785522,308.240816206,334.061165705,278.376968384
341.609466553,310.019353986,334.492487385,280.403289795
341.669845581,311.764065312,334.948005535,282.374069214
341.80796814,313.474778656,335.426995186,285.404266357
342.039031982,315.151365555,335.928724196,288.420883179
342.267608643,316.793738327,336.45245487,291.706726074
342.441726685,318.401847805,336.997445513,293.80581665
342.839630127,319.975681104,337.562951911,296.511734009
343.355316162,321.51525943,338.148228748,299.049682617
343.689041138,323.020635927,338.75253095,301.83442688
344.408798218,324.491893584,339.375114958,304.81036377
344.775283813,325.929143182,340.015239933,306.679122925
345.678314209,327.332521314,340.672168886,309.46081543
346.269317627,328.70218846,341.345169742,311.137237549
347.010452271,330.038327121,342.033516329,313.857284546
347.586959839,331.34114003,342.736489309,316.578414917
347.986663818,332.610848421,343.453377027,318.604263306
348.317123413,333.847690375,344.183476307,320.421524048
348.511962891,335.051919229,344.926093181,321.530441284
348.890289307,336.223802059,345.68054355,323.442550659
349.301712036,337.363618231,346.446153791,325.398178101
349.847427368,338.471658022,347.222261309,327.125961304
350.396102905,339.548221307,348.00821502,328.626083374
350.853561401,340.593616317,348.803375798,329.400634766
351.613891602,341.608158464,349.607116854,330.568450928
352.028915405,342.592169225,350.418824079,331.066940308
352.302185059,343.545975098,351.237896332,331.445053101
352.519439697,344.46990661,352.063745689,332.091201782
352.573760986,345.364297395,352.895797644,332.699066162
352.574951172,346.229483323,353.733491277,333.830108643
352.559234619,347.065801685,354.57627938,335.044006348
352.53755188,347.873590438,355.423628547,336.1847229
352.508255005,348.653187497,356.275019237,337.536361694
352.507247925,349.404930075,357.1299458,338.468612671
352.729476929,350.129154079,357.987916474,339.697998047
353.556625366,350.826193542,358.848453359,340.75050354
354.65864563,351.496380103,359.711092365,341.416671753
355.56854248,352.140042533,360.575383134,341.730743408
358.469909668,352.757506291,361.440888944,342.392807007
360.347183228,353.349093123,362.307186592,342.633590698
363.231567383,353.915120699,363.173866259,342.916442871
365.568847656,354.455902279,364.040531358,343.149856567
367.123245239,354.971746411,364.90679837,343.270401001
368.672180176,355.462956662,365.772296662,343.400192261
370.521652222,355.929831376,366.636668297,343.535751343
371.296447754,356.372663456,367.499567833,343.63822937
372.068267822,356.791740176,368.360662106,343.876663208
372.680023193,357.187343013,369.219630016,344.532958984
372.967468262,357.559747503,370.076162294,345.201568604
373.069816589,357.909223112,370.929961271,345.994232178
373.114494324,358.236033137,371.780740635,346.840057373
373.119644165,358.540434614,372.628225192,348.251739502
373.122161865,358.82267825,373.472150611,349.110565186
373.134117126,359.083008366,374.31226318,350.876922607
373.219764709,359.321662858,375.148319548,351.660873413
373.591171265,359.538873172,375.980086472,352.40234375
373.864372253,359.734864284,376.807340562,352.785308838
374.396827698,359.909854704,377.629868022,353.159301758
375.069602966,360.064056476,378.447464399,353.544311523
376.18977356,360.197675204,379.25993432,354.001953125
377.197967529,360.310910073,380.067091246,354.940429688
377.927452087,360.403953886,380.868757213,355.277572632
378.674293518,360.476993107,381.664762582,355.68321228
378.929168701,360.53020791,382.454945791,355.828872681
379.394790649,360.56377224,383.239153107,356.079528809
379.695083618,360.577853866,384.017238384,356.372146606
379.809173584,360.572614459,384.78906282,356.571472168
379.877388,360.54820966,385.554494718,356.743713379
379.870391846,360.504789155,386.313409254,356.768051147
379.949249268,360.442496763,387.065688245,356.804611206
380.054130554,360.361470516,387.811219919,357.148971558
380.237442017,360.261842749,388.549898695,357.549453735
380.556564331,360.143740193,389.281624959,358.079421997
380.939323425,360.007284067,390.006304851,358.742095947
381.323669434,359.852590178,390.723850052,359.145141602
381.81842041,359.679769019,391.434177575,359.413284302
383.002548218,359.488925871,392.137209562,359.743896484
383.410270691,359.280160907,392.832873084,359.760513306
384.486091614,359.053569293,393.521099945,359.740753174
384.822372437,358.809241304,394.20182649,359.703552246
385.088737488,358.54726242,394.87499342,359.463226318
385.476646423,358.267713446,395.540545606,358.893783569
386.028106689,357.970670619,396.198431909,357.237365723
386.658607483,357.656205717,396.84860501,356.603820801
386.882362366,357.324386177,397.491021231,356.454772949
387.458961487,356.975275207,398.125640377,356.193740845
388.156211853,356.608931898,398.752425565,356.125396729
389.8022995,356.225411345,399.371343068,356.09463501
391.810432434,355.824764762,399.982362161,356.062545776
395.245536804,355.407039598,400.585454966,356.073303223
395.998138428,354.972279656,401.180596307,356.106765747
396.758781433,354.520525216,401.767763561,356.347671509
397.501686096,354.051813152,402.346936525,356.44152832
398.306999207,353.566177052,402.918097271,356.501815796
399.23110199,353.063647347,403.481230014,356.588363647
399.482643127,352.544251428,404.036320986,356.594116211
399.78729248,352.008013773,404.583358302,356.585418701
399.891220093,351.454956072,405.12233184,356.497772217
400.427886963,350.885097355,405.653233118,356.472320557
400.955818176,350.298454121,406.176055177,356.397537231
401.54385376,349.695040464,406.690792465,356.246765137
402.027229309,349.074868206,407.197440725,356.066009521
402.647987366,348.43794703,407.695996885,355.985076904
402.708244324,347.784284614,408.186458952,355.935775757
402.846084595,347.113886766,408.668825906,356.179916382
402.861755371,346.42675756,409.143097599,356.294174194
402.835594177,345.722899478,409.609274657,356.246292114
403.030044556,345.00231355,410.06735838,355.274078369
403.456283569,344.264999501,410.51735065,354.149871826
403.55960083,343.510955888,410.959253834,353.597747803
403.483901978,342.740180259,411.3930707,352.835739136
403.386230469,341.952669297,411.818804322,352.42590332
403.712127686,341.148418972,412.236457998,351.925018311
404.26020813,340.327424705,412.646035162,350.995269775
404.942047119,339.489681518,413.047539304,350.357330322
405.304641724,338.6351842,413.440973885,348.74861145
405.426261902,337.763927473,413.826342263,348.132873535
405.534393311,336.875906158,414.203647607,347.651535034
405.612243652,335.971115349,414.57289283,346.704986572
405.671089172,335.049550586,414.934080505,345.537704468
405.774047852,334.111208038,415.287212798,344.347808838
405.776527405,333.156084682,415.632291391,343.527587891
405.719589233,332.184178493,415.969317415,342.541564941
406.687034607,331.195488633,416.298291376,341.763565063
407.71987915,330.190015651,416.619213089,340.744308472
408.340141296,329.16776168,416.932081609,340.131286621
408.737632751,328.128730642,417.236895164,339.669342041
409.072067261,327.072928461,417.533651091,338.891082764
409.425704956,326.000363275,417.822345769,337.953353882
410.109474182,324.911045658,418.102974556,336.355682373
410.595573425,323.804988845,418.375531726,334.841690063
410.694793701,322.682208967,418.640010405,333.697570801
410.768783569,321.54272528,418.896402512,333.201583862
410.97819519,320.386560417,419.144698696,332.451309204
411.233398438,319.213740631,419.384888276,331.784881592
411.111434937,318.024296054,419.616959182,330.717498779
411.102142334,316.818260954,419.840897895,329.286224365
411.157974243,315.59567401,420.056689387,328.099578857
411.210144043,314.356578583,420.264317067,326.931884766
411.295227051,313.101022997,420.46376272,326.028656006
412.021736145,311.829060831,420.655006451,323.839416504
412.435966492,310.540751214,420.838026628,322.962295532
413.069168091,309.236159127,421.012799827,321.881958008
413.487014771,307.915355718,421.179300776,320.785614014
413.789489746,306.578418617,421.337502298,318.513839722
413.922897339,305.225432265,421.487375261,317.185272217
414.103736877,303.856488247,421.628888517,315.812255859
414.549507141,302.471685635,421.762008855,314.576828003
414.809593201,301.071131339,421.886700943,313.153427124
414.979042053,299.654940464,422.002927279,310.685653687
415.197433472,298.22323668,422.110648136,309.24508667
415.402038574,296.776152594,422.209821513,307.007064819
415.476799011,295.313830137,422.300403081,305.49269104
415.448143005,293.836420952,422.382346138,304.296081543
415.213623047,292.344086799,422.455601556,302.850036621
415.099960327,290.83699996,422.520117731,301.160675049
414.887145996,289.315343661,422.575840542,299.362487793
414.398704529,287.779312492,422.622713298,296.986572266
413.143859863,286.229112847,422.660676696,295.463699341
412.72844696,284.664963359,422.689668777,293.915435791
412.126899719,283.087095357,422.709624882,292.624221802
412.085067749,281.495753321,422.720477611,291.602127075
412.257476807,279.891195346,422.722156786,289.545623779
411.915100098,278.273693619,422.714589407,288.19720459
411.694374084,276.643534895,422.697699625,287.021621704
411.686279297,275.001020986,422.671408699,285.263549805
411.840751648,273.346469256,422.635634973,282.776916504
412.082336426,271.680213115,422.59029384,280.907272339
412.202415466,270.002602532,422.535297723,279.098083496
412.227050781,268.314004538,422.470556047,277.579452515
412.422805786,266.614803742,422.395975221,275.627029419
412.476249695,264.905402851,422.311458621,272.84185791
411.977622986,263.186223191,422.216906583,270.68901062
411.844551086,261.457705229,422.112216387,270.055038452
411.829330444,259.720309095,421.997282263,268.113891602
411.829330444,257.974515115,421.871995384,268.113891602
411.819221497,256.220824328,421.736243883,265.965042114
411.865997314,254.459759012,421.589912855,264.453689575
411.976638794,252.691863205,421.432884388,263.825897217
412.230239868,250.917703215,421.26503758,262.12059021
412.399002075,249.137868138,421.086248578,261.161193848
412.800460815,247.352970353,420.896390617,260.186248779
413.78918457,245.56364602,420.695334072,259.366638184
414.307312012,243.770555561,420.482946512,258.899108887
416.205062866,241.974384131,420.259092774,258.225082397
415.252410889,240.175842074,420.023635038,257.042114258
415.998321533,238.375665361,419.776432916,256.751800537
416.191955566,236.574616012,419.517343555,255.659011841
416.110649109,234.77348249,419.246221751,254.953430176
416.351547241,232.973080083,418.962920071,253.866882324
415.469009399,231.174251244,418.667289001,251.797576904
415.736824036,229.377865914,418.359177093,250.253738403
415.699745178,227.584821808,418.03843114,248.889816284
416.492286682,225.796044662,417.704896367,247.332855225
416.130058289,224.012488446,417.358416625,245.294937134
416.110801697,222.235135531,416.998834627,243.853973389
415.93347168,220.464996814,416.62599218,241.12411499
415.984397888,218.703111787,416.239730453,239.362213135
416.34223938,216.950548559,415.839890257,237.456665039
416.297927856,215.208403812,415.426312354,235.774932861
416.478874207,213.477802706,414.998837785,233.252044678
416.968154907,211.759898708,414.557308221,231.481109619
416.823135376,210.055873351,414.101566343,228.94140625
416.628082275,208.366935928,413.631456244,228.112182617
416.983528137,206.694323091,413.146823863,225.010955811
416.633033752,205.03929838,412.64751744,223.416412354
415.744117737,203.403151651,412.133388007,220.944091797
414.659950256,201.787198416,411.604289901,218.735748291
415.708366394,200.192779087,411.060081315,217.706207275
415.766082764,198.621258109,410.500624873,216.795440674
416.283332825,197.074022988,409.92578824,216.109436035
417.345039368,195.552483211,409.335444766,215.391601562
417.350357056,194.058069042,408.729474156,214.203186035
417.458351135,192.592230199,408.107763177,213.952911377
417.732894897,191.156434405,407.4702064,213.039642334
417.77407074,189.752165811,406.81670697,211.265380859
417.763168335,188.380923281,406.147177407,209.100463867
417.573532104,187.044218548,405.461540446,207.333496094
417.368667603,185.743574221,404.759729905,205.846130371
416.871818542,184.48052166,404.041691577,203.287109375
416.49785614,183.256598698,403.307384164,201.448486328
416.077079773,182.073347225,402.556780225,199.284912109
414.510795593,180.932310623,401.789867165,197.291320801
413.71723938,179.835031055,401.006648233,195.175994873
412.716186523,178.783046608,400.207143552,193.912780762
409.928604126,177.777888295,399.391391169,193.142578125
407.54524231,176.821076915,398.55944811,191.982879639
404.808891296,175.914119774,397.711391462,189.324981689
401.800109863,175.058507277,396.847319455,187.791381836
399.227584839,174.255709383,395.967352551,185.842224121
397.320358276,173.507171953,395.071634532,183.846130371
395.790596008,172.814312971,394.160333588,182.443054199
393.46534729,172.178518671,393.233643389,180.709014893
393.46534729,171.601139568,392.291784145,180.709014893
392.516273499,171.083486399,391.335003642,178.749938965
392.262512207,170.626826011,390.363578251,177.086395264
392.250953674,170.232377177,389.377813897,175.714752197
392.20715332,169.901306385,388.378046996,174.547119141
392.096305847,169.634723597,387.364645327,173.617492676
391.976112366,169.43367801,386.338008859,172.9402771
391.827148438,169.299153826,385.298570503,171.578613281
391.616088867,169.232066059,384.246796796,170.462799072
390.926490784,169.233256403,383.183188498,169.679931641
390.385726929,169.303489171,382.108281101,168.825866699
389.543876648,169.443447341,381.022645237,168.165283203
388.727363586,169.653728731,379.926886978,167.575134277
387.21547699,169.934842317,378.821648026,166.856506348
385.634078979,170.28720473,377.70760577,165.989929199
384.174766541,170.711136955,376.585473218,165.736114502
382.537536621,171.20686125,375.455998794,165.662078857
381.442443848,171.774498318,374.319965985,165.486450195
380.261322021,172.414064751,373.178192837,164.974273682
379.794113159,173.12547077,372.0315313,164.815124512
378.385368347,173.908518287,370.880866414,164.490570068
377.615325928,174.762899301,369.727115322,164.416015625
376.813873291,175.688194661,368.57122613,164.344360352
375.556175232,176.683873201,367.414176589,163.953430176
374.918083191,177.749291272,366.256972618,163.891418457
373.141365051,178.883692678,365.100646653,163.874298096
371.522323608,180.086209033,363.946255837,164.114013672
370.035415649,181.355860546,362.794880046,164.179290771
368.315612793,182.691557235,361.647619763,164.280090332
366.348464966,184.092100579,360.505593796,164.747802734
365.739257812,185.556185609,359.36993686,164.974975586
363.884750366,187.082403424,358.241797021,165.669494629
362.762237549,188.669244143,357.122333021,166.307281494
361.803939819,190.315100262,356.012711487,166.895172119
360.835464478,192.018270423,354.914104046,169.85559082
360.220245361,193.776963567,353.827684347,171.712738037
359.693023682,195.589303456,352.75462502,174.27935791
359.289230347,197.453333536,351.696094575,176.873596191
358.843261719,199.36702213,350.653254266,180.241394043
358.43611145,201.328267915,349.627254924,183.766021729
358.227416992,203.334905672,348.619233797,186.163879395
358.067276001,205.38471226,347.630311397,188.594329834
357.974533081,207.475412792,346.661588373,190.613311768
357.792602539,209.604686977,345.714142442,194.68359375
357.666595459,211.770175587,344.78902538,197.795288086
357.449935913,213.969487012,343.887260093,201.213684082
357.268585205,216.200203878,343.009837795,204.286224365
357.117782593,218.459889668,342.157715298,206.711242676
356.968399048,220.746095337,341.331812428,207.814575195
356.644668579,223.056365858,340.533009591,209.657104492
356.368209839,225.388246686,339.762145494,210.890777588
355.99848938,227.73929009,339.020015035,212.141571045
355.511825562,230.107061331,338.307367373,213.465301514
354.749694824,232.489144649,337.62490418,215.640441895
354.044265747,234.883149037,336.973278099,216.818267822
352.850524902,237.28671377,336.353091393,218.456573486
352.850524902,239.697513669,335.764894807,218.456573486
351.273086548,242.11326408,335.20918663,220.757568359
349.475234985,244.531725548,334.686411976,222.572692871
348.265228271,246.950708169,334.196962269,224.016845703
347.043380737,249.368075617,333.741174933,225.776489258
346.23008728,251.78174882,333.319333292,226.837982178
345.819778442,254.189709298,332.931666667,227.731567383
344.451324463,256.590002139,332.578350666,229.952606201
343.522216797,258.980738632,332.259507665,231.266021729
342.229980469,261.360098541,331.975207464,233.239837646
341.390136719,263.72633203,331.725468115,234.761322021
340.171096802,266.077761253,331.510256913,237.31463623
339.753311157,268.412781599,331.329491537,238.170776367
338.44758606,270.729862623,331.183041328,240.813415527
337.954879761,273.027548653,331.070728695,243.020141602
337.465911865,275.304459105,330.992330646,245.925521851
337.083450317,277.559288506,330.947580409,247.93057251
336.725738525,279.790806251,330.936169163,250.385040283
336.32359314,281.997856101,330.957747833,253.767807007
336.102523804,284.179355443,331.011928967,257.402938843
335.953689575,286.334294333,331.098288663,259.602081299
335.840759277,288.461734333,331.216368543,262.21421814
335.738632202,290.56080716,331.365677761,264.492324829
335.635498047,292.630713176,331.545695039,267.482559204
335.576965332,294.670719716,331.755870711,270.120605469
335.532073975,296.680159296,331.995628775,272.72492981
335.473724365,298.65842769,332.264368934,275.609222412
335.339859009,300.604981925,332.561468634,279.193893433
335.279281616,302.519338176,332.886285067,280.584320068
335.029144287,304.401069604,333.238157156,284.488113403
